,COMID,Date,Time,HUC_12,State,Temp.C,pH.std_units,Alkalinity.ueq/kgw,pCO2.uatm,CO2.mg/l
8180,16031396,2012-08-06,10:51:00,101500040904,NE,21.6,8.19,1998.2,771.489070495611,1.2694897657373
8181,16031396,2014-07-02,11:24:00,101500040904,NE,19.1,9.11,1998.2,80.8817041785396,0.143127618270882
8182,16031396,2014-08-13,09:10:00,101500040904,NE,17.4,8.44,2158.056,437.577440933309,0.814942346700369
8183,16031396,2014-07-23,11:02:00,101500040904,NE,21.5,8.67,1998.2,247.280344230771,0.408061611805432
8184,16031396,2014-08-26,13:11:00,101500040904,NE,19.9,8.63,1998.2,266.668444907684,0.460902712094278
8185,16031396,2008-06-26,15:25:00,101500040904,NE,23.9,8.3,1538.614,475.795560086877,0.734116296856125
8186,16031396,2012-06-20,12:04:00,101500040904,NE,20.5,9.47,1758.416,27.4665740659305,0.0466489217359183
8187,16031396,2007-06-12,10:30:00,101500040904,NE,20.6,8.4,1718.452,400.731816944092,0.678657581648
8188,16031396,2012-07-30,14:28:00,101500040904,NE,23.4,8.38,1758.416,446.343671717409,0.698230159229947
8189,16031396,2011-08-17,14:50:00,101500040904,NE,22.2,8.86,1878.308,147.809288239152,0.239114478428303
8190,16031396,2011-08-09,14:18:00,101500040904,NE,20.7,8.42,1518.632,338.885504561983,0.572272335601553
8191,16031396,2011-05-25,13:10:00,101500040904,NE,14.8,8.23,1918.272,617.426098006802,1.24679721515249
8192,16031396,2014-06-10,13:43:00,101500040904,NE,16.7,8.21,2317.912,798.15106638989,1.51867672888155
8193,16031396,2014-05-22,10:20:00,101500040904,NE,14.6,8.49,2158.056,375.580054148115,0.763242076884371
8194,16031396,2012-06-06,12:57:00,101500040904,NE,21.3,8.72,1838.344,201.392296052106,0.334250377859494
8195,16031396,2011-08-11,08:39:00,101500040904,NE,20.5,8.47,1518.632,300.290945236818,0.510044779867657
8196,16031396,2008-07-16,11:50:00,101500040904,NE,21.4,7.7,1918.272,2308.39626983155,3.8202860871125
8197,16031396,2012-07-02,15:30:00,101500040904,NE,24.1,8.46,1678.488,356.244965158168,0.546638248322463
8198,16031396,2011-09-03,16:21:00,101500040904,NE,20.1,8.8,1598.56,142.348416041503,0.244607197532983
8199,16031396,2013-07-18,09:48:00,101500040904,NE,22.1,8.25,1678.488,568.582101020223,0.92244402830564
8200,16031396,2013-07-02,10:05:00,101500040904,NE,20.2,7.62,1838.344,2619.81966426741,4.48862002581102
8201,16031396,2013-05-23,10:15:00,101500040904,NE,13.3,9.07,1598.56,67.6819584852613,0.143425493136734
8202,16031396,2013-08-06,10:44:00,101500040904,NE,20.4,7.51,1998.2,3677.01917157261,6.26326737969128
8203,16031396,2013-06-18,09:15:00,101500040904,NE,18.5,7.97,1798.38,1113.54850887785,2.00617599535655
8204,16031396,2013-06-05,10:06:00,101500040904,NE,16.4,8.3,1998.2,556.725093646559,1.06920477499309
8205,16036914,2007-06-07,12:28:00,101500041403,NE,23.8,8.5,3836.544,725.685690899783,1.12245499576221
8206,16039004,2009-07-20,14:00:00,101500041309,NE,19.4,8.3,1938.254,561.737514095136,0.985286159054047
8207,16039004,2006-07-11,13:48:00,101500041309,NE,18.2,8.2,799.28,291.549059915909,0.530069528407161
8208,16039004,2006-08-09,12:12:00,101500041309,NE,16.7,8.1,799.28,361.026002860142,0.687061880938977
8209,16039004,2008-08-08,15:35:00,101500041309,NE,24.0,7.8,1678.488,1665.76960795295,2.5630660319113
8210,16039004,2007-06-22,14:41:00,101500041309,NE,24.2,8.3,1998.2,617.982876512133,0.945632224323463
8211,16039004,2005-06-13,09:45:00,101500041309,NE,15.5,8.0,799.28,448.586132316924,0.886164197782389
8212,16039004,2006-09-13,13:25:00,101500041309,NE,15.3,8.0,1238.884,689.961647336195,1.3715226956034
8213,16031800,2007-06-12,15:00:00,101500041401,NE,21.1,8.4,3996.4,922.848286291328,1.54008187867921
8214,16032104,2002-07-19,14:45:00,101500040608,NE,31.7,9.3,3237.084,89.8557821936466,0.113262923502821
8215,16032104,2002-08-02,14:55:00,101500040608,NE,24.0,9.4,3037.264,58.8966735391117,0.0906017567784078
8216,16032104,2002-08-23,15:09:00,101500040608,NE,27.5,9.3,3277.048,86.7995226462844,0.121601091861206
8217,16032104,2002-08-19,10:50:00,101500040608,NE,17.7,8.9,3317.012,221.443398567213,0.408608354864263
8218,16032104,2002-08-09,10:05:00,101500040608,NE,22.5,8.6,2957.336,435.424808569241,0.698379886469065
8219,16032104,2002-06-17,09:00:00,101500040608,NE,18.8,7.75,3996.4,4075.44394708485,7.27498218679588
8220,16032104,2002-08-29,14:25:00,101500040608,NE,25.8,9.1,3516.832,155.644551551495,0.228033754370565
8221,16032104,2013-06-18,12:55:00,101500040608,NE,23.4,8.27,2477.768,810.02295686641,1.26704003017186
8222,16032104,2011-08-09,15:25:00,101500040608,NE,22.2,8.54,3596.76,606.164268444293,0.980412075257726
8223,16032104,2014-05-22,09:40:00,101500040608,NE,18.6,8.49,2857.426,519.944554107012,0.93381565786064
8224,16032104,2008-06-04,11:00:00,101500040608,NE,20.3,7.8,3277.048,3050.7895731067,5.21093801122346
8225,16032104,2007-06-06,09:58:00,101500040608,NE,19.0,8.5,3356.976,597.555822670369,1.06042212075556
8226,16032104,2012-08-06,11:35:00,101500040608,NE,24.3,7.41,2657.606,6477.75541056854,9.8844169325086
8227,16032104,2013-08-06,10:00:00,101500040608,NE,21.5,7.77,2357.876,2407.71808384066,3.97308124347263
8228,16032104,2009-07-01,13:55:00,101500040608,NE,25.7,8.98,3177.138,191.540036404435,0.281389865784009
8229,16032104,2013-05-23,,101500040608,NE,12.9,8.84,3636.724,265.798730956298,0.570516119491135
8230,16032104,2007-07-02,13:55:00,101500040608,NE,28.6,8.9,3037.264,232.813309869137,0.317064232249726
8231,16032104,2006-07-12,14:15:00,101500040608,NE,29.7,9.0,1918.272,116.807042463454,0.154727739381963
8232,16032104,2011-07-12,14:15:00,101500040608,NE,23.6,7.95,2637.624,1823.28420002851,2.83619652286164
8233,16032104,2014-07-02,10:46:00,101500040608,NE,20.1,8.54,2837.444,467.551252923061,0.803311045636639
8234,16032104,2006-06-01,12:57:00,101500040608,NE,23.1,9.0,2877.408,160.087983098119,0.252488261730602
8235,16032104,2014-07-23,07:49:00,101500040608,NE,24.3,8.68,3277.048,406.724506858497,0.620566523825364
8236,16032104,2007-06-20,11:00:00,101500040608,NE,23.0,8.7,3516.832,408.080438215837,0.645374187989781
8237,16032104,2011-08-17,15:40:00,101500040608,NE,25.5,8.92,3596.76,250.799410275065,0.370408068915926
8238,16032104,2002-09-04,14:52:00,101500040608,NE,23.3,9.1,2957.336,127.65484281673,0.200214990884522
8239,16032104,2006-09-28,14:55:00,101500040608,NE,15.0,8.0,3237.084,1767.35690141477,3.54581081835092
8240,16032104,2013-06-05,09:35:00,101500040608,NE,18.0,8.1,3536.814,1587.64614418547,2.90304840508382
8241,16032104,2012-06-11,13:42:00,101500040608,NE,23.4,9.28,2877.408,77.3472240185955,0.120975231771889
8242,16032104,2013-07-02,09:35:00,101500040608,NE,19.8,7.67,2877.408,3604.1500804386,6.24702081839208
8243,16032104,2007-09-03,15:25:00,101500040608,NE,27.3,8.8,3436.904,330.989569292678,0.466129173850046
8244,16032104,2012-07-30,15:38:00,101500040608,NE,31.2,8.44,2477.768,606.500101390009,0.774002770848632
8245,16032104,2014-08-13,13:41:00,101500040608,NE,24.7,8.77,2797.48,281.411640079888,0.424737346244124
8246,16032104,2006-08-04,14:43:00,101500040608,NE,24.0,9.0,1998.2,113.218123804056,0.174195172380817
8247,16032104,2011-06-20,16:50:00,101500040608,NE,19.9,8.37,2797.48,687.694820804495,1.18848635856601
8248,16032104,2007-08-06,14:32:00,101500040608,NE,26.7,8.7,2617.642,321.266799802307,0.459652534081772
8249,16032104,2013-07-18,09:00:00,101500040608,NE,23.5,8.45,2957.336,631.000563083911,0.984223816204918
8250,16032104,2007-08-03,10:39:00,101500040608,NE,23.4,7.8,2797.48,2728.32903851485,4.26751617525834
8251,16032104,2012-06-06,14:00:00,101500040608,NE,27.1,8.56,2877.408,496.872918839903,0.703459969658136
8252,16032104,2008-08-04,12:25:00,101500040608,NE,26.5,8.2,2957.336,1186.55067631287,1.70658200712187
8253,16032104,2011-08-03,15:48:00,101500040608,NE,27.2,8.37,3356.976,909.430653503944,1.28412089185729
8254,16032104,2011-08-22,16:20:00,101500040608,NE,25.0,8.96,2477.768,156.602561620008,0.234455312698393
8255,16032104,2007-06-12,09:50:00,101500040608,NE,22.2,8.3,3157.156,941.520015089933,1.52290519990734
8256,16032104,2012-07-02,16:17:00,101500040608,NE,31.5,8.09,2437.804,1368.17867679563,1.73328907254784
8257,16032104,2008-07-03,,101500040608,NE,24.1,8.2,3436.904,1328.25378444716,2.03771751959691
8258,16032104,2012-06-20,11:15:00,101500040608,NE,22.5,8.2,3356.976,1269.3131600119,2.03577796732652
8259,16032104,2011-07-27,15:54:00,101500040608,NE,29.9,8.55,2877.408,529.69029233972,0.698071308466902
8260,16032104,2007-07-20,09:41:00,101500040608,NE,22.8,8.4,2637.624,628.886853301221,1.00026408451837
8261,16032104,2011-09-03,17:21:00,101500040608,NE,23.4,9.05,2877.408,141.486365374347,0.221296742029981
8262,16032104,2007-07-25,11:35:00,101500040608,NE,26.7,8.4,2597.66,654.271135328625,0.936107884881088
8263,16032104,2007-07-09,14:00:00,101500040608,NE,27.5,8.8,2597.66,252.392884103722,0.353633003883156
8264,16032104,2007-06-26,14:35:00,101500040608,NE,23.6,8.7,3396.94,397.621429322146,0.618452735747746
8265,16032104,2014-08-26,12:30:00,101500040608,NE,21.0,9.09,2477.768,107.333833495914,0.179666513822564
8266,16032104,2007-08-12,10:35:00,101500040608,NE,23.8,8.2,2757.516,1066.05147725731,1.64913604956542
8267,16031454,2002-09-05,14:00:00,101500040608,NE,29.3,8.9,3197.12,247.077557249505,0.330552357716459
8268,16032108,2002-09-04,10:53:00,101500040607,NE,21.3,8.9,2637.624,184.755186119898,0.306605978807422
8269,16032108,2002-06-04,15:09:00,101500040607,NE,22.7,8.4,3756.616,887.747454737089,1.41576291162181
8270,16031646,2007-06-12,14:00:00,101500040907,NE,21.2,8.5,3996.4,729.187728030295,1.21340060695068
8271,16032124,2007-06-18,11:30:00,101500040908,NE,14.9,8.2,1678.488,581.398864918942,1.17035977656893
8272,17279967,2014-08-27,10:22:00,101500041506,NE,21.2,8.78,1838.344,173.86754937622,0.289395928984956
8273,17279967,2012-05-31,09:34:00,101500041506,NE,13.0,7.53,2637.624,4184.93284343116,8.95452993343881
8274,17279967,2014-08-11,11:49:00,101500041506,NE,23.2,8.85,1918.272,156.624381891279,0.246370138422533
8275,17279967,2004-08-22,15:30:00,101500041506,NE,26.7,8.4,2457.786,619.694509227425,0.886651557872333
8276,17279967,2008-07-14,10:45:00,101500041506,NE,21.9,8.1,1918.272,918.271972111232,1.49819404108092
8277,17279967,2005-07-14,12:00:00,101500041506,NE,27.3,8.8,2038.164,198.386879383789,0.279434292979524
8278,17279967,2002-09-19,10:00:00,101500041506,NE,14.6,8.8,2877.408,237.440614574829,0.482474414704423
8279,17279967,2011-09-03,11:20:00,101500041506,NE,19.4,8.73,1818.362,189.871037883172,0.333035975652898
8280,17279967,2008-06-05,10:15:00,101500041506,NE,18.8,7.6,2158.056,3151.67347656064,5.62718004224354
8281,17279967,2008-08-18,10:15:00,101500041506,NE,21.1,8.0,1958.236,1169.82655521391,1.95272392774867
8282,17279967,2009-09-01,13:25:00,101500041506,NE,20.2,8.68,2158.056,256.044162325551,0.438668081029663
8283,17279967,2006-08-02,14:59:00,101500041506,NE,29.0,8.7,1758.416,224.33668454003,0.302473814176938
8284,17279967,2016-06-30,08:00:00,101500041506,NE,21.7,9.13,2397.84,94.5036775328348,0.155052222572217
8285,17279967,2017-06-08,09:50:00,101500041506,NE,22.4,8.58,2357.876,365.352984450165,0.587685165483612
8286,17279967,2017-06-30,12:25:00,101500041506,NE,22.8,8.98,2297.93,134.619016219121,0.214120761089819
8287,17279967,2002-06-10,10:40:00,101500041506,NE,22.0,8.6,2237.984,329.138820858811,0.535457520804934
8288,17279967,2005-08-25,15:31:00,101500041506,NE,26.5,8.3,2397.84,763.74410474193,1.09854210304084
8289,17279967,2011-08-22,09:30:00,101500041506,NE,22.5,8.67,1778.398,223.39767900485,0.358358715222779
8290,17279967,2013-05-14,10:33:00,101500041506,NE,19.9,8.5,1998.2,363.533242928129,0.62832266682526
8291,17279967,2004-08-11,15:36:00,101500041506,NE,22.8,8.7,2198.02,256.893067749754,0.408615222665461
8292,17279967,2013-07-09,10:12:00,101500041506,NE,25.2,8.1,1518.632,764.351286992228,1.13832861521911
8293,17279967,2006-07-12,11:26:00,101500041506,NE,27.3,9.0,2158.056,127.202048595552,0.179164018645716
8294,17279967,2009-08-13,09:45:00,101500041506,NE,23.7,8.78,2158.056,210.156274778979,0.326019814679582
8295,17279967,2016-07-13,13:08:00,101500041506,NE,26.9,9.33,2437.804,59.473270002845,0.084643928275185
8296,17279967,2020-08-10,11:30:00,101500041506,NE,23.7,9.05,2237.984,111.028181189823,0.172236665444236
8297,17279967,2016-08-16,13:30:00,101500041506,NE,29.3,9.35,2297.93,54.4096050690204,0.0727977227142764
8298,17279967,2014-07-24,09:52:00,101500041506,NE,23.1,8.97,1758.416,106.522447863789,0.168029463139114
8299,17279967,2004-08-01,14:00:00,101500041506,NE,31.2,8.6,2198.02,367.438388644352,0.468931224609967
8300,17279967,2018-07-23,14:05:00,101500041506,NE,28.7,8.8,2078.128,206.078352647127,0.279973542131225
8301,17279967,2011-06-20,10:30:00,101500041506,NE,21.6,8.22,2557.696,916.513233544632,1.50802873834886
8302,17279967,2016-08-03,10:20:00,101500041506,NE,26.6,9.07,2297.93,112.073422784724,0.160775643328775
8303,17279967,2017-05-09,13:00:00,101500041506,NE,17.6,8.85,2317.912,176.12010097956,0.326006247758124
8304,17279967,2002-08-26,10:53:00,101500041506,NE,20.8,8.7,2557.696,290.453613567609,0.489007169292615
8305,17279967,2012-06-25,10:20:00,101500041506,NE,25.0,8.59,1718.452,270.714275875437,0.405338529280715
8306,17279967,2010-07-01,10:45:00,101500041506,NE,23.5,8.94,2397.84,156.510519180382,0.244134988999784
8307,17279967,2011-08-03,08:50:00,101500041506,NE,22.8,8.71,2158.056,246.271877581451,0.391722901708692
8308,17279967,2006-06-05,11:16:00,101500041506,NE,23.5,9.0,1678.488,94.7967376092266,0.147882917967405
8309,17279967,2006-09-13,10:25:00,101500041506,NE,17.9,8.0,2317.912,1322.33598587781,2.42558386507338
8310,17279967,2019-06-17,10:45:00,101500041506,NE,21.7,8.4,2917.372,683.881790797499,1.12200508208273
8311,17279967,2014-06-09,10:48:00,101500041506,NE,12.8,7.24,1518.632,4735.6545701758,10.2007644880755
8312,17279967,2012-07-23,12:38:00,101500041506,NE,30.0,7.42,1918.272,5002.44257679636,6.57698889276873
8313,17279967,2013-06-03,09:50:00,101500041506,NE,15.1,7.95,2118.092,1310.80276916368,2.62187312655538
8314,17279967,2012-07-30,09:22:00,101500041506,NE,23.9,7.2,1998.2,7901.89592462888,12.1914160616077
8315,17279967,2014-06-26,10:30:00,101500041506,NE,21.7,8.51,2397.84,434.816855099389,0.713421164081964
8316,17279967,2013-07-23,10:00:00,101500041506,NE,21.8,8.12,1758.416,803.388465970481,1.31451061608694
8317,17279967,2018-07-05,14:15:00,101500041506,NE,26.3,8.4,2158.056,542.308132779477,0.784194200735272
8318,17279967,2011-08-17,09:17:00,101500041506,NE,20.8,8.77,2078.128,199.957059753619,0.336666215350235
8319,17279967,2020-07-08,10:30:00,101500041506,NE,24.6,9.06,2237.984,109.385416612901,0.165555107603052
8320,17279967,2016-09-07,13:03:00,101500041506,NE,21.7,8.61,2078.128,297.613204464051,0.488323388142786
8321,17279967,2005-08-03,13:00:00,101500041506,NE,29.0,8.5,1998.2,412.0400653691,0.555541070738605
8322,17279967,2016-06-09,11:08:00,101500041506,NE,25.7,8.8,2317.912,220.345790860501,0.323745874713365
8323,17279967,2016-05-19,09:40:00,101500041506,NE,14.8,8.79,2797.48,237.187334653044,0.478908795982355
8324,17279967,2019-07-12,10:25:00,101500041506,NE,24.8,7.4,2717.552,6825.05650688876,10.2734848857642
8325,17279967,2002-07-11,10:50:00,101500041506,NE,19.8,8.9,2078.128,143.625228070027,0.248962679310656
8326,17279967,2017-09-14,14:54:00,101500041506,NE,28.8,9.19,2038.164,74.5985853793135,0.101088603557185
8327,17279967,2010-08-28,11:40:00,101500041506,NE,21.5,8.49,2158.056,410.071133925993,0.676688087469305
8328,17279967,2018-06-01,12:45:00,101500041506,NE,26.1,8.76,2717.552,285.584246402092,0.415128786963029
8329,17279967,2019-09-17,10:15:00,101500041506,NE,20.4,7.3,2717.552,8076.20443876619,13.7555017652992
8330,17279967,2012-05-22,10:11:00,101500041506,NE,19.3,8.56,1918.272,300.477318819194,0.528595675222317
8331,17279967,2012-08-13,09:11:00,101500041506,NE,17.6,7.59,1918.272,2826.75669905104,5.23277373787269
8332,17279967,2011-05-23,12:45:00,101500041506,NE,17.9,8.08,2317.912,1097.80321138039,2.01371854198325
8333,17279967,2018-08-22,10:30:00,101500041506,NE,18.7,7.7,1998.2,2315.61458504619,4.14685939704309
8334,17279967,2017-08-03,11:30:00,101500041506,NE,20.1,8.91,1918.272,129.987744773086,0.223357559123412
8335,17279967,2011-07-13,14:07:00,101500041506,NE,19.5,7.28,1998.2,6175.77635301538,10.8003493717203
8336,17279967,2013-08-05,09:30:00,101500041506,NE,21.3,7.76,2078.128,2170.51346463106,3.60232903348678
8337,17279967,2010-07-29,10:00:00,101500041506,NE,22.1,8.7,2377.858,274.98248438632,0.446079956423233
8338,17279967,2017-07-13,10:36:00,101500041506,NE,23.4,9.0,2158.056,121.222901884279,0.189620838873922
8339,17279967,2014-07-16,09:53:00,101500041506,NE,19.9,8.89,1918.272,136.248204985764,0.235488541751596
8340,17279967,2009-06-10,10:05:00,101500041506,NE,14.5,7.8,2118.092,1841.63658507774,3.75450141041561
8341,17279967,2010-07-14,14:33:00,101500041506,NE,26.6,7.96,2058.146,1458.00115927571,2.0917002200272
8342,17279967,2011-08-09,09:20:00,101500041506,NE,21.5,8.73,2158.056,230.710999359799,0.380711001224051
8343,17279967,2013-06-17,09:40:00,101500041506,NE,18.5,7.93,1838.344,1248.64343475773,2.24955376826432
8344,17279967,2012-06-14,09:02:00,101500041506,NE,19.9,6.97,2038.164,12940.8502882679,22.366713550098
8345,17279967,2014-05-27,09:25:00,101500041506,NE,21.0,8.67,2118.092,260.163523716997,0.435515416427398
8346,17279967,2010-06-15,10:10:00,101500041506,NE,17.1,7.94,2737.534,1770.99663892272,3.32844898628234
8347,17279967,2019-08-21,13:30:00,101500041506,NE,25.0,8.6,2237.984,342.681750700224,0.513062849043995
8348,17279967,2009-07-20,11:30:00,101500041506,NE,22.8,8.81,2257.966,201.792864063447,0.32096919387817
8349,17279967,2010-05-21,13:10:00,101500041506,NE,20.8,8.18,2237.984,873.187398386218,1.47016537923342
8350,17279967,2010-04-27,10:00:00,101500041506,NE,7.8,8.45,2917.372,513.277643827572,1.31100311235997
8351,16037194,2017-06-08,11:05:00,101500041404,NE,23.1,8.52,2277.948,411.413880360933,0.648934776196127
8352,16037194,2019-08-21,12:05:00,101500041404,NE,23.5,8.5,2397.84,456.223749569831,0.711656503636867
8353,16037194,2016-08-03,11:35:00,101500041404,NE,27.3,9.02,2297.93,128.554463527162,0.181065474978995
8354,16037194,2019-08-01,09:40:00,101500041404,NE,23.7,7.8,2477.768,2432.45910867258,3.77343296349895
8355,16037194,2004-07-21,15:30:00,101500041404,NE,33.8,9.0,2198.02,140.96086703565,0.168998591938887
8356,16037194,2019-07-31,15:00:00,101500041404,NE,29.8,7.6,2437.804,4163.02660822327,5.50049763191148
8357,16037194,2016-09-07,14:15:00,101500041404,NE,22.2,8.53,1958.236,342.097218578348,0.5534173409728
8358,16037194,2016-07-13,10:14:00,101500041404,NE,22.6,9.05,2297.93,112.476762810899,0.17990709073327
8359,16037194,2018-08-22,12:00:00,101500041404,NE,19.9,7.8,2078.128,1940.62114603923,3.3541124054555
8360,16037194,2004-08-11,12:41:00,101500041404,NE,20.9,8.7,2377.858,270.762473658439,0.454551422474944
8361,16037194,2016-05-19,11:25:00,101500041404,NE,16.3,8.87,2637.624,187.488031709775,0.361161065452748
8362,16037194,2017-09-14,13:36:00,101500041404,NE,25.5,8.87,1838.344,147.219694651915,0.21747838899371
8363,16037194,2020-08-10,13:10:00,101500041404,NE,24.8,8.9,2118.092,155.650218529102,0.234306059322686
8364,16037194,2016-06-09,09:43:00,101500041404,NE,23.4,8.71,2557.696,293.236676030848,0.45867306696733
8365,16037194,2019-09-17,11:45:00,101500041404,NE,22.1,6.9,2557.696,19600.1509092074,31.7953498006088
8366,16037194,2018-06-01,14:03:00,101500041404,NE,27.2,8.68,2597.66,337.038933045257,0.475939928099458
8367,16037194,2003-07-14,11:00:00,101500041404,NE,25.7,9.0,2118.092,122.414192374359,0.179861579975009
8368,16037194,2020-07-08,11:55:00,101500041404,NE,25.8,8.9,2237.984,166.411630109345,0.243851504953239
8369,16037194,2020-06-11,13:30:00,101500041404,NE,21.8,8.44,2317.912,497.215888240929,0.813492559975392
8370,16037194,2019-05-31,14:25:00,101500041404,NE,21.6,8.3,3157.156,933.836087817798,1.53642207045214
8371,16037194,2004-08-22,12:45:00,101500041404,NE,23.6,8.4,2198.02,531.670508538925,0.827075129215806
8372,16037194,2005-08-03,09:45:00,101500041404,NE,24.9,8.3,2337.894,728.197979130497,1.09320378970108
8373,16037194,2016-08-16,14:36:00,101500041404,NE,29.7,9.03,2158.056,121.432184257176,0.16084922642943
8374,16037194,2017-08-03,10:10:00,101500041404,NE,18.0,8.84,2317.912,181.334964993815,0.331618155444629
8375,16037194,2017-06-30,13:30:00,101500041404,NE,20.0,8.75,2078.128,207.814931743714,0.358127599907347
8376,16037194,2017-07-13,12:22:00,101500041404,NE,25.7,9.0,2078.128,120.145013699301,0.176528399389072
8377,16037194,2018-07-23,15:20:00,101500041404,NE,29.5,8.7,2078.128,266.281969984009,0.354504212742063
8378,16037194,2003-07-29,11:15:00,101500041404,NE,24.4,9.1,1918.272,84.6102372257953,0.128762578765798
8379,16037194,2019-07-12,11:55:00,101500041404,NE,26.5,7.5,2717.552,5554.10070378995,7.98856307107822
8380,16037194,2005-07-14,10:00:00,101500041404,NE,24.3,8.3,2078.128,643.17656263304,0.981485667509813
8381,16037194,2019-06-17,12:45:00,101500041404,NE,23.4,8.4,2597.66,624.667475353761,0.977090889777422
8382,16037194,2017-05-09,14:10:00,101500041404,NE,17.4,8.73,1998.2,203.263009566659,0.378561427950368
8383,16037194,2003-05-13,14:05:00,101500041404,NE,18.6,8.4,1998.2,452.760093093575,0.813236685728739
8384,16037194,2018-07-05,13:00:00,101500041404,NE,26.3,8.38,2437.804,640.877389989946,0.926697997273097
8385,16031404,2006-11-14,14:50:00,101500040905,NE,3.6,8.0,2637.624,1269.68186889479,3.78366659973567
8386,16031404,2013-06-17,14:50:00,101500040905,NE,21.0,8.0,1998.2,1191.65907856844,1.99488906640971
8387,16031404,2007-03-19,12:00:00,101500040905,NE,9.4,8.0,2078.128,1069.25078429474,2.58242727711832
8388,16031404,2016-09-08,11:21:00,101500040905,NE,17.9,8.3,2198.02,623.276546797522,1.14330041622585
8389,16031404,2013-06-24,10:20:00,101500040905,NE,22.1,7.55,2317.912,3972.06256040308,6.44365036682195
8390,16031404,2010-07-30,10:33:00,101500040905,NE,23.0,8.62,2237.984,317.916440899255,0.502859784369847
8391,16031404,2011-06-07,11:55:00,101500040905,NE,21.5,9.51,2857.426,39.6760939230981,0.0654623851967154
8392,16031404,2011-09-03,15:11:00,101500040905,NE,22.4,9.05,1438.704,70.796060719249,0.113889679029916
8393,16031404,2007-01-24,15:45:00,101500040905,NE,0.9,8.0,2397.84,1126.51717670396,3.72777715076861
8394,16031404,2018-07-03,11:08:00,101500040905,NE,24.4,7.9,2237.984,1762.87404928073,2.68276173668682
8395,16031404,2016-05-24,10:13:00,101500040905,NE,16.9,8.52,2198.02,366.418498394122,0.692931188637484
8396,16031404,2008-03-24,14:00:00,101500040905,NE,8.5,7.0,2637.624,13464.2822310738,33.5523597449322
8397,16031404,2005-03-22,14:00:00,101500040905,NE,9.0,9.3,2138.074,48.2066143997186,0.118050646351234
8398,16031404,2017-06-07,11:50:00,101500040905,NE,20.3,8.76,2277.948,222.795678108984,0.38058833315249
8399,16031404,2008-06-26,11:06:00,101500040905,NE,23.0,7.9,2078.128,1606.68888975196,2.54142549258095
8400,16031404,2004-03-05,14:55:00,101500040905,NE,4.1,8.8,2158.056,160.785284589519,0.470193607932081
8401,16031404,2010-09-02,10:44:00,101500040905,NE,17.3,8.31,2078.128,571.737394760652,1.06806515691926
8402,16031404,2009-06-08,12:15:00,101500040905,NE,14.3,7.9,1838.344,1267.65223671481,2.60098501195559
8403,16031404,2018-07-26,10:35:00,101500040905,NE,22.0,8.3,2078.128,622.994496746452,1.01353871584134
8404,16031404,2013-08-05,15:00:00,101500040905,NE,24.8,8.22,1998.2,752.022011496953,1.13207897786105
8405,16031404,2018-06-14,10:43:00,101500040905,NE,20.6,8.0,2237.984,1324.77849040384,2.24344330070142
8406,16031404,2015-06-22,13:22:00,101500040905,NE,25.1,9.05,2397.84,120.804131185731,0.180373219342911
8407,16031404,2017-05-08,13:15:00,101500040905,NE,20.3,8.74,2078.128,213.715501603388,0.365086266354045
8408,16031404,2006-10-24,14:45:00,101500040905,NE,7.4,8.5,2357.876,368.798884801362,0.95555050811
8409,16031404,2019-08-28,11:00:00,101500040905,NE,17.1,8.0,2198.02,1241.99304520071,2.33437381148497
8410,16031404,2012-06-20,12:42:00,101500040905,NE,21.3,8.94,2078.128,132.411776632635,0.219755637018383
8411,16031404,2014-08-06,10:07:00,101500040905,NE,21.3,8.39,2078.128,499.284089770294,0.828641712752508
8412,16031404,2009-06-23,14:20:00,101500040905,NE,23.2,7.1,2237.984,11012.6861083823,17.3225639130128
8413,16031404,2004-08-15,11:00:00,101500040905,NE,18.9,8.6,2317.912,327.26754237387,0.582569002601839
8414,16031404,2004-02-09,13:00:00,101500040905,NE,2.8,9.0,2098.11,95.519822481341,0.293497596320782
8415,16031404,2004-07-03,13:45:00,101500040905,NE,26.0,9.0,2198.02,127.422188188128,0.185725630490523
8416,16031404,2008-07-03,10:26:00,101500040905,NE,19.3,8.0,2078.128,1210.18194806775,2.12890721075355
8417,16031404,2013-07-29,14:20:00,101500040905,NE,20.3,7.64,1838.344,2504.86827349564,4.2791853683843
8418,16031404,2013-07-02,13:52:00,101500040905,NE,24.3,7.98,1918.272,1256.11630641912,1.91687043354062
8419,16031404,2011-08-03,13:20:00,101500040905,NE,26.6,8.77,2477.768,256.276620085122,0.367640306381784
8420,16031404,2008-09-29,15:11:00,101500040905,NE,17.8,8.4,1998.2,448.109993809307,0.824494928338137
8421,16031404,2013-05-10,11:08:00,101500040905,NE,15.2,8.37,2078.128,483.649250037573,0.964349117305383
8422,16031404,2004-07-31,13:53:00,101500040905,NE,25.7,8.8,2078.128,197.942535035725,0.290838164207491
8423,16031404,2012-06-11,11:55:00,101500040905,NE,19.6,8.61,1998.2,278.673323561753,0.485913455687088
8424,16031404,2008-09-22,11:45:00,101500040905,NE,17.9,7.3,1918.272,5543.68221089154,10.1693604951626
8425,16031404,2011-07-28,14:56:00,101500040905,NE,26.1,8.77,2158.056,222.287814529908,0.323142306368537
8426,16031404,2015-09-14,12:48:00,101500040905,NE,21.0,7.81,1998.2,1852.24479678681,3.10074063316584
