,COMID,Date,Time,HUC_12,State,Temp.C,pH.std_units,Alkalinity.ueq/kgw,pCO2.uatm,CO2.mg/l
742,24405885,2018-02-13,12:57:00,170200160102,WA,3.7,8.25,6094.51,1612.67254003319,4.78565884888356
743,24405885,2016-05-24,14:39:00,170200160102,WA,18.7,8.4,3896.49,872.262775162005,1.5617136327317
744,24405885,2003-02-10,14:50:00,170200160102,WA,5.5,8.5,6234.384,935.160732431871,2.59462003007563
745,24405885,2015-10-13,09:35:00,170200160102,WA,14.5,7.6,4196.22,5716.4593228768,11.6512194628732
746,24405885,2003-06-16,13:30:00,170200160102,WA,23.1,8.1,4356.076,2085.83575138162,3.28926716222747
747,24405885,2003-04-09,08:20:00,170200160102,WA,12.4,8.4,4775.698,983.991392026981,2.14678229701527
748,24405885,2004-09-15,14:00:00,170200160102,WA,15.9,8.0,4416.022,2422.0809124472,4.7232039459887
749,24405885,2014-07-16,09:55:00,170200160102,WA,26.2,8.4,4016.382,994.999483689642,1.44230138168495
750,24405885,2011-02-08,11:05:00,170200160102,WA,8.4,7.9,6174.438,3868.8652540432,9.67097374440305
751,24405885,2009-07-08,10:05:00,170200160102,WA,18.0,8.4,3576.778,795.043695042305,1.45374268225298
752,24405885,2013-02-11,09:39:00,170200160102,WA,3.7,8.2,5994.6,1782.80515746607,5.29059896638676
753,24405885,2004-08-17,11:30:00,170200160102,WA,23.1,8.2,4396.04,1665.78848296226,2.62685523858004
754,24405885,2015-06-08,09:40:00,170200160102,WA,24.7,8.2,3856.526,1499.25869993728,2.26259576006859
755,24405885,2003-10-06,14:00:00,170200160102,WA,16.9,8.5,4136.274,713.43862187988,1.34886890443353
756,24405885,2013-10-29,10:25:00,170200160102,WA,7.2,7.7,5035.464,4970.83843993681,12.9678630071969
757,24405885,2014-04-16,09:20:00,170200160102,WA,12.5,8.0,4356.076,2290.75353138126,4.98158794417007
758,24405885,2004-10-05,12:30:00,170200160102,WA,14.5,8.2,4376.058,1480.47619545786,3.0174111200511
759,24405885,2002-07-23,12:25:00,170200160102,WA,24.0,8.5,4176.238,790.476272827866,1.215913065474
760,24405885,2016-10-05,14:15:00,170200160102,WA,14.2,8.3,4076.328,1089.33999151478,2.24170004035249
761,24405885,2017-06-06,14:40:00,170200160102,WA,21.5,8.5,4056.346,742.812757762637,1.22549245483166
762,24405885,2015-07-22,09:45:00,170200160102,WA,19.9,8.2,3516.832,1282.14299080446,2.2156407583763
763,24405885,2003-08-13,13:15:00,170200160102,WA,20.7,8.4,3996.4,917.92950087257,1.54964484728956
764,24405885,2002-08-12,11:45:00,170200160102,WA,22.1,8.5,4056.346,748.790112140823,1.21445972737145
765,24405885,2012-10-03,10:15:00,170200160102,WA,13.1,7.5,4336.094,7306.72947016868,15.5802517133591
766,24405885,2012-05-23,10:45:00,170200160102,WA,14.6,8.1,4196.22,1796.33252644285,3.64959815768324
767,24405885,2012-02-07,11:20:00,170200160102,WA,7.5,8.2,6254.366,1932.59626155762,4.98723111039776
768,24405885,2005-07-11,08:00:00,170200160102,WA,19.4,8.3,4116.292,1175.11794510562,2.06062697222537
769,24405885,2005-06-06,11:30:00,170200160102,WA,17.6,8.4,4555.896,1001.73395940574,1.85378420914526
770,24405885,2006-07-11,09:00:00,170200160102,WA,20.0,8.2,4096.31,1490.24791385923,2.56756082102328
771,24405885,2004-05-12,12:00:00,170200160102,WA,13.2,8.0,4396.04,2331.08891186,4.95439429771378
772,24405885,2016-03-28,12:30:00,170200160102,WA,10.2,8.4,5055.446,1014.11769141988,2.38199697465306
773,24405885,2016-07-13,13:30:00,170200160102,WA,22.0,7.9,4475.968,3359.4757214174,5.46396525796335
774,24405885,2002-02-04,12:02:00,170200160102,WA,4.8,8.5,6134.474,914.225109653975,2.60315920236745
775,24405885,2006-02-07,11:00:00,170200160102,WA,4.8,8.3,6374.258,1515.79368391252,4.31596390883924
776,24405885,2006-04-26,08:30:00,170200160102,WA,13.3,8.3,4535.914,1195.91818852495,2.53344261998746
777,24405885,2011-06-08,10:50:00,170200160102,WA,15.6,8.1,4136.274,1793.71128815438,3.53093254897236
778,24405885,2006-10-10,09:00:00,170200160102,WA,10.5,8.1,4236.184,1725.5060609519,4.01211678673691
779,24405885,2001-10-16,13:14:00,170200160102,WA,12.7,8.33,4475.968,1092.50628469862,2.36020396280805
780,24405885,2015-02-09,10:40:00,170200160102,WA,8.6,8.1,6114.492,2414.91339188951,5.99434869917654
781,24405885,2004-07-07,14:00:00,170200160102,WA,19.5,9.3,3976.418,96.5170529519993,0.168740521411266
782,24405885,2006-06-05,09:00:00,170200160102,WA,17.9,8.1,4356.076,1943.60234223644,3.56433477364949
783,24405885,2020-03-03,12:42:00,170200160102,WA,9.1,8.07,6214.402,2645.27828142286,6.45251414151409
784,24405885,2013-06-12,10:00:00,170200160102,WA,17.0,8.2,3956.436,1384.76354024205,2.61016431156751
785,24405885,2008-07-16,12:35:00,170200160102,WA,21.8,8.3,3836.544,1133.00025828663,1.85336910419893
786,24405885,2018-03-28,10:38:00,170200160102,WA,8.8,8.3,4535.914,1135.22764377573,2.79874594470894
787,24405885,2014-10-14,09:50:00,170200160102,WA,13.3,7.6,4555.896,6102.00483917457,12.9265936107943
788,24405885,2020-05-18,12:40:00,170200160102,WA,16.9,8.4,4116.292,899.288190291397,1.70025554802006
789,24405885,1999-06-02,13:53:00,170200160102,WA,14.7,8.4,4156.256,883.306792903615,1.78890591769071
790,24405885,2020-04-15,12:05:00,170200160102,WA,12.9,8.25,4136.274,1222.64890464467,2.6242094975349
791,24405885,2017-10-03,13:35:00,170200160102,WA,13.7,8.07,4455.986,2019.87124753622,4.22384729759017
792,24405885,2005-02-07,13:00:00,170200160102,WA,5.1,8.3,6154.456,1469.3868165906,4.13757625746156
793,24405885,2005-04-05,10:00:00,170200160102,WA,8.5,8.2,4555.896,1434.90507445214,3.57490609117053
794,24405885,2001-07-31,13:28:00,170200160102,WA,21.5,8.4,4336.094,1004.6939871988,1.65749410691938
795,24405885,2007-10-03,08:30:00,170200160102,WA,12.1,7.9,4495.95,2964.9647656321,6.53342767744839
796,24405885,2017-07-18,11:25:00,170200160102,WA,22.1,8.5,3776.598,698.343587463772,1.13267840405683
797,24405885,2005-10-05,09:00:00,170200160102,WA,13.1,8.2,4515.932,1500.67704259444,3.19983317470965
798,24405885,2003-09-16,12:00:00,170200160102,WA,15.2,8.2,4236.184,1446.83154996822,2.8841174922002
799,24405885,2004-04-06,13:30:00,170200160102,WA,12.8,8.2,5035.464,1662.79142584625,3.58023467169303
800,24405885,2000-07-19,14:54:00,170200160102,WA,24.5,8.67,3996.4,507.103195373845,0.769442779983261
801,24405885,2018-07-18,13:12:00,170200160102,WA,24.1,8.3,3836.544,1169.59716160139,1.79422987368015
802,24405885,2000-01-26,14:10:00,170200160102,WA,3.8,8.4,6154.456,1148.26448094187,3.39460098207216
803,24405885,2008-10-07,12:16:00,170200160102,WA,13.8,8.3,4436.004,1177.31569465976,2.45400185718217
804,24405885,2002-06-11,10:30:00,170200160102,WA,19.3,8.4,3876.508,874.707191858272,1.53842114951596
805,24405885,2001-05-22,15:12:00,170200160102,WA,22.4,8.5,4416.022,816.75003397411,1.31345627136552
806,24405885,2007-07-16,08:30:00,170200160102,WA,21.6,8.0,4056.346,2405.30754873541,3.95700483833089
807,24405885,2004-06-08,13:30:00,170200160102,WA,18.6,8.3,4336.094,1223.38542778884,2.19681469806057
808,24405885,2020-07-22,12:20:00,170200160102,WA,24.7,8.6,3716.652,560.7800373653,0.84630233520916
809,24405885,2003-05-06,10:30:00,170200160102,WA,12.9,8.3,4216.202,1108.23953489548,2.37862488622867
810,24405885,2007-04-04,09:00:00,170200160102,WA,9.9,8.0,4835.644,2459.72999626004,5.83733968007879
811,24405885,2007-01-30,10:15:00,170200160102,WA,0.8,8.3,6194.42,1418.96085089311,4.7120792910396
812,24405885,2011-04-13,10:10:00,170200160102,WA,10.6,8.0,4515.932,2319.68426671051,5.37523094223382
813,24405885,2000-05-31,14:05:00,170200160102,WA,15.2,8.45,3796.58,723.1385520028,1.44157367456034
814,24405885,2000-10-11,13:19:00,170200160102,WA,13.0,8.4,4555.896,946.492382456551,2.02474923715862
815,24405885,2001-02-14,11:56:00,170200160102,WA,4.2,8.4,6054.546,1134.54998615254,3.30388232708187
816,24405885,2009-06-03,10:37:00,170200160102,WA,20.1,8.4,3856.526,879.511582384375,1.51093251449952
817,24405885,2008-02-05,14:15:00,170200160102,WA,1.5,8.4,6134.474,1120.16064909057,3.61845630013685
818,24405885,2019-04-15,10:50:00,170200160102,WA,9.5,7.8,4655.806,3750.22197579013,9.02350118032096
819,24405949,2008-07-21,14:20:00,170200151004,WA,24.6,8.1,2697.57,1333.14229456465,2.01765474862915
820,24405949,2007-07-16,12:15:00,170200151004,WA,24.5,8.0,2337.894,1460.49034207833,2.21651140016712
821,24405949,2017-06-13,11:50:00,170200151004,WA,20.8,8.6,3017.282,434.243025299327,0.731052524122128
822,24405949,2006-04-26,11:30:00,170200151004,WA,13.2,8.1,2637.624,1120.6332669807,2.38222976141443
823,24405949,2018-02-14,11:40:00,170200151004,WA,4.4,7.9,4575.878,2767.21808366514,7.99948840079263
824,24405949,2020-04-27,12:00:00,170200151004,WA,15.7,8.45,2817.462,543.44901740391,1.06659618061024
825,24405949,2004-04-13,10:30:00,170200151004,WA,14.1,8.4,2957.336,628.647611948539,1.2979885773337
826,24405949,2017-07-19,13:30:00,170200151004,WA,26.3,8.7,2357.876,288.393001819218,0.417012449903251
827,24405949,1999-02-22,14:46:00,170200151004,WA,7.0,8.5,4915.572,753.48168271355,1.97983960851844
828,24405949,2020-08-03,13:10:00,170200151004,WA,26.2,8.67,2457.786,322.600423628848,0.46770884590668
829,24405949,2019-04-08,14:54:00,170200151004,WA,11.5,8.5,3237.084,526.318159345927,1.18333359516618
830,24405949,2017-10-11,13:40:00,170200151004,WA,13.5,7.98,2677.588,1508.56995741237,3.17578346400803
831,24405949,2004-06-09,13:30:00,170200151004,WA,18.2,8.3,2757.516,781.668496121002,1.42083604225305
832,24405949,2016-10-12,13:05:00,170200151004,WA,14.2,8.4,2597.66,554.283850079603,1.14083007669642
833,24405949,2016-03-23,11:15:00,170200151004,WA,10.6,7.78,4895.59,4178.44665167364,9.68199196249823
834,24405949,2017-04-05,10:05:00,170200151004,WA,10.1,7.96,3376.958,1904.48093340659,4.48953734052883
835,24405949,2006-10-10,11:30:00,170200151004,WA,12.8,8.3,2337.894,621.351933988536,1.33828218268336
836,24405949,2016-06-15,13:52:00,170200151004,WA,20.6,8.4,2617.642,605.942702427418,1.0260827236933
837,24405949,2020-10-21,11:00:00,170200151004,WA,11.9,7.85,2997.3,2233.52903185916,4.95532075733051
838,24405949,2002-07-17,09:15:00,170200151004,WA,26.3,8.5,2317.912,458.744232251194,0.663344521150274
839,24405949,1999-05-26,13:45:00,170200151004,WA,20.3,8.6,2577.678,369.773906535965,0.631642230589801
840,24405949,2016-07-20,10:42:00,170200151004,WA,21.3,7.8,2937.354,2778.7190067394,4.61128784581858
841,24405949,2015-07-27,10:50:00,170200151004,WA,22.8,8.2,2178.038,833.97602046658,1.32653974914185
842,24405949,2003-04-09,13:05:00,170200151004,WA,14.0,8.3,5834.744,1541.41090687043,3.19177051980235
843,24405949,2013-07-22,13:05:00,170200151004,WA,26.5,7.7,2517.732,3244.47730741065,4.66669520711794
844,24405949,2014-10-15,10:40:00,170200151004,WA,14.3,7.5,2817.462,4863.55822439108,9.97799089900322
845,24405949,2007-06-04,10:00:00,170200151004,WA,23.4,8.2,2837.444,1090.19506902443,1.70521550519374
846,24405949,2006-07-11,12:30:00,170200151004,WA,24.8,8.8,2198.02,206.69085343048,0.311137492265343
847,24405949,2014-07-21,10:10:00,170200151004,WA,23.1,8.0,2597.66,1587.71567764011,2.50427046204555
848,24405949,2009-04-13,11:50:00,170200151004,WA,11.4,8.6,2178.038,281.396424665699,0.634870637565077
849,24405949,2013-02-13,12:20:00,170200151004,WA,6.5,8.2,4875.608,1500.14962832408,4.01358672055733
850,24405949,2008-10-08,13:10:00,170200151004,WA,14.7,8.7,2297.93,242.68068430878,0.491590932511556
851,24405949,2017-02-15,13:25:00,170200151004,WA,2.0,8.01,3516.832,1619.22662511345,5.13091826225986
852,24405949,2010-03-29,11:55:00,170200151004,WA,10.6,8.4,3676.688,746.576469422256,1.73014616396734
853,24405949,2007-02-05,10:30:00,170200151004,WA,3.5,8.5,4915.572,727.686719612853,2.17617654616837
854,24405949,2005-04-05,11:00:00,170200151004,WA,9.4,8.7,3396.94,335.446687122547,0.810029477954545
855,24405949,2019-10-16,01:55:00,170200151004,WA,12.6,8.4,2737.534,572.454912343333,1.24102841872634
856,24405949,2003-02-12,12:40:00,170200151004,WA,5.0,8.6,6414.222,755.684982724626,2.13571756902469
857,24405949,2010-10-12,12:30:00,170200151004,WA,14.0,7.9,2657.606,1814.08675758587,3.75780482278231
858,24405949,2010-05-24,11:30:00,170200151004,WA,16.2,8.6,2198.02,300.378372599756,0.580457006005307
859,24405949,2013-04-08,11:20:00,170200151004,WA,11.3,8.4,2517.732,519.393585727652,1.17571912749072
860,24405949,2012-05-29,13:20:00,170200151004,WA,17.3,7.6,2537.714,3622.0650956623,6.76605935851576
861,24405949,2007-04-04,12:30:00,170200151004,WA,9.7,8.6,3237.084,407.223364698718,0.973246914982726
862,24405949,2018-04-02,14:50:00,170200151004,WA,9.2,8.2,3396.94,1085.45218000034,2.63937808425705
863,24405949,2003-07-02,13:30:00,170200151004,WA,22.7,8.7,2717.552,315.894051487235,0.503840050743372
864,24405949,2000-02-01,11:25:00,170200151004,WA,4.5,8.1,4695.77,1787.04437689461,5.14661279226912
865,24405949,2012-10-09,13:20:00,170200151004,WA,14.5,7.6,2597.66,3573.85799315922,7.28554035735225
866,24405949,2010-07-20,12:50:00,170200151004,WA,22.6,8.4,3217.102,761.848075775928,1.21847171725673
867,24405949,2009-07-13,12:25:00,170200151004,WA,21.8,8.2,2497.75,940.925329434186,1.53941560775071
868,24405949,2014-04-21,10:10:00,170200151004,WA,11.2,8.1,2597.66,1077.75494796584,2.44783966734663
869,24405949,2012-07-17,13:20:00,170200151004,WA,25.9,8.4,2677.588,666.381035220232,0.973843449227916
870,24405949,2008-06-09,12:15:00,170200151004,WA,17.9,8.6,2777.498,385.878330207005,0.707779668432744
871,24405949,2004-07-07,12:30:00,170200151004,WA,23.0,8.9,2417.822,173.258261109713,0.274040277291659
872,24405949,2001-07-30,11:48:00,170200151004,WA,21.4,8.5,2457.786,454.373189707477,0.751913751292657
873,24405949,2002-05-22,14:30:00,170200151004,WA,15.9,8.37,2417.822,566.097209678315,1.10417660743056
874,24405949,2006-06-05,11:30:00,170200151004,WA,19.1,8.4,2717.552,616.291298201559,1.09051252518091
875,24405949,2008-03-31,12:37:00,170200151004,WA,7.4,8.3,3596.76,891.262962684306,2.30891518414973
876,24405949,2012-02-13,09:25:00,170200151004,WA,6.0,7.9,4855.626,2981.7321423267,8.12396345524612
877,24405949,2014-06-10,10:20:00,170200151004,WA,20.8,8.3,2957.336,866.481607137952,1.4587500878286
878,24405949,2009-06-08,11:35:00,170200151004,WA,21.4,8.6,2597.66,377.957931490052,0.625447131485327
879,24405949,2008-02-06,09:30:00,170200151004,WA,1.8,8.2,5055.446,1482.70568558686,4.73425828215103
880,24405949,2005-07-11,10:00:00,170200151004,WA,21.8,8.2,2337.894,881.77971267346,1.44267647665112
881,24405949,2000-10-16,13:50:00,170200151004,WA,12.9,8.43,2477.768,485.499531697099,1.04224268633436
882,24405949,2014-02-10,12:00:00,170200151004,WA,0.8,8.3,4775.698,1101.28468904367,3.65774622344166
883,24405949,2005-10-05,12:00:00,170200151004,WA,14.4,8.6,2337.894,312.294979886967,0.638683674244108
884,24405949,2013-11-05,12:30:00,170200151004,WA,6.9,8.1,4236.184,1657.22745187908,4.3705801720482
885,24405949,2011-02-14,11:30:00,170200151004,WA,5.6,7.9,4675.788,2861.71659753142,7.91224608790247
886,24405949,2001-02-13,10:53:00,170200151004,WA,3.4,8.6,4715.752,551.755824652388,1.65637207564043
887,24405949,2011-06-13,13:15:00,170200151004,WA,20.7,8.4,2417.822,561.282520908241,0.947731463490181
888,24405949,2012-04-09,12:40:00,170200151004,WA,11.3,8.2,2797.48,919.390461895439,2.08110355030606
889,24405949,2009-02-09,11:30:00,170200151004,WA,2.9,8.1,4695.77,1758.77804969848,5.38180453853916
890,24405949,2011-04-18,13:15:00,170200151004,WA,11.5,8.3,3297.03,857.09352407491,1.92701641019191
891,24405949,2011-10-11,13:15:00,170200151004,WA,15.1,7.9,2957.336,2042.66250619311,4.08534528369284
892,24405949,2003-09-30,11:30:00,170200151004,WA,17.7,8.4,2597.66,579.037812261876,1.06855220583696
893,24405949,2006-02-13,09:30:00,170200151004,WA,3.7,8.2,5035.464,1504.2788512826,4.4645508854089
894,24405949,2002-07-10,13:30:00,170200151004,WA,25.7,8.7,2218.002,269.38793840446,0.3958077721382
895,24405949,2005-06-06,14:00:00,170200151004,WA,20.6,8.6,3356.976,480.747827820383,0.814006706841472
896,24405949,2000-05-24,13:22:00,170200151004,WA,20.8,8.68,2597.66,309.476072844218,0.521031142511416
897,24405949,2009-10-13,12:15:00,170200151004,WA,8.7,8.3,2237.984,567.759028208031,1.40500926740701
898,24405949,2007-10-03,14:00:00,170200151004,WA,13.4,7.9,2038.164,1387.41556119045,2.93044186701917
899,24405949,2002-02-04,15:19:00,170200151004,WA,4.6,8.6,4735.734,560.365271108724,1.60778507609233
900,24405949,2004-02-04,11:30:00,170200151004,WA,4.3,8.0,4935.554,2360.9880899515,6.85050806358284
901,24405949,2005-02-14,10:00:00,170200151004,WA,4.2,8.0,4935.554,2358.5894372437,6.86930038855765
902,24405949,2016-03-09,14:20:00,170200151004,WA,9.1,8.05,4955.536,2222.70020812,5.42253192786389
903,24405949,2011-07-18,14:20:00,170200151004,WA,24.7,8.7,2138.074,256.378642699642,0.38698675455659
904,24405949,2013-06-17,12:10:00,170200151004,WA,22.3,8.6,2337.894,344.921511869652,0.556387352703312
905,24405949,1999-10-27,14:22:00,170200151004,WA,7.3,8.2,2577.678,810.978917479764,2.1087057815313
906,24405949,2020-03-09,11:15:00,170200151004,WA,6.0,8.03,5195.32,2356.58382028648,6.42043809986977
907,24405949,2001-05-21,14:00:00,170200151004,WA,19.5,8.4,2897.39,659.677192688244,1.15353182261335
908,24405949,2015-02-09,09:40:00,170200151004,WA,8.2,7.9,4655.806,2931.58095212173,7.38112836090816
909,24405949,2004-10-06,12:30:00,170200151004,WA,17.0,8.3,2557.696,714.915948127696,1.34777605888919
910,24405949,2010-02-08,11:05:00,170200151004,WA,7.2,8.2,4955.536,1535.58461623796,4.00603443443841
911,24405949,2018-05-21,15:00:00,170200151004,WA,22.5,8.2,2757.516,1046.87768399898,1.67914439466609
912,24405949,2001-10-29,10:00:00,170200151004,WA,9.2,7.69,2977.318,3111.97470995327,7.56744646741834
913,24405949,2015-10-14,10:30:00,170200151004,WA,15.5,7.3,2497.75,6962.06701531419,13.7506028023138
914,24405949,2015-04-20,10:00:00,170200151004,WA,13.9,7.5,2877.408,4940.01018112495,10.2657610252188
915,24405949,2000-07-18,14:11:00,170200151004,WA,24.8,8.8,2257.966,212.222732516622,0.319462435441907
916,24405949,2018-10-09,14:49:00,170200151004,WA,13.9,8.1,2677.588,1147.12183999391,2.38386610078436
917,24405949,2015-06-09,10:40:00,170200151004,WA,24.5,7.6,2817.462,4434.91091992867,6.73027511447049
918,24405949,2018-07-24,14:10:00,170200151004,WA,25.4,8.4,3257.066,801.640890443624,1.18720908307817
919,24405949,2003-05-12,12:30:00,170200151004,WA,18.6,8.5,5634.924,985.055286400644,1.76856672419413
920,24405949,1999-07-12,11:55:00,170200151004,WA,23.9,8.0,2677.588,1654.2575152554,2.55205946438521
921,24405949,2019-08-21,10:26:00,170200151004,WA,24.1,8.22,2557.696,948.910824684357,1.45590468235893
922,24407755,2016-06-15,12:30:00,170200151009,WA,18.1,8.09,2957.336,1365.69488990341,2.4898529914801
923,24407755,2006-04-26,10:00:00,170200151009,WA,13.6,8.5,3556.796,591.395972818976,1.24082291528446
924,24407755,2020-04-15,13:35:00,170200151009,WA,13.4,8.4,3436.904,722.158151745368,1.52505711947373
925,24407755,2019-03-05,11:00:00,170200151009,WA,4.2,8.4,4695.77,885.736889218668,2.57973301198186
926,24407755,2018-09-25,14:55:00,170200151009,WA,17.6,8.1,3077.228,1378.14573902089,2.5508171151972
927,24407755,2004-10-06,10:30:00,170200151009,WA,17.0,8.1,3356.976,1489.03049567572,2.80689857151429
928,24407755,2017-02-14,08:15:00,170200151009,WA,2.2,8.3,4555.896,1065.43693526127,3.34953674739962
929,24407755,2017-06-07,13:35:00,170200151009,WA,22.6,7.72,2957.336,3428.62866692365,5.48382702119847
930,24407755,2014-04-16,10:15:00,170200151009,WA,12.8,8.3,3676.688,968.307746143775,2.08523688240945
931,24407755,2015-07-22,10:20:00,170200151009,WA,20.6,7.9,2697.57,2007.53441829543,3.39947524295339
932,24407755,2004-07-08,09:30:00,170200151009,WA,16.9,8.1,2897.39,1287.3904608405,2.434386470694
933,24407755,2004-02-04,10:00:00,170200151009,WA,4.5,8.2,4495.95,1357.6125042066,3.90995360733224
934,24407755,2018-07-18,13:50:00,170200151009,WA,25.4,8.32,2697.57,805.097147511207,1.19240824604913
935,24407755,2001-02-13,14:48:00,170200151009,WA,6.0,7.88,4515.932,2909.54587037372,7.9275990539734
936,24407755,2003-04-09,11:15:00,170200151009,WA,13.2,8.5,3836.544,633.80149533655,1.34713127638154
937,24407755,2003-10-07,11:30:00,170200151009,WA,17.6,8.5,3217.102,563.040893676275,1.04211192453424
938,24407755,2004-04-07,11:00:00,170200151009,WA,14.2,8.4,3996.4,844.962427940634,1.73882020293331
939,24407755,2006-02-07,12:15:00,170200151009,WA,5.7,8.4,4695.77,899.152906501354,2.47689770300487
940,24407755,2005-06-06,12:30:00,170200151009,WA,19.1,8.5,3057.246,546.010427989654,0.96611155642575
941,24407755,2020-07-22,13:45:00,170200151009,WA,25.1,8.43,2777.498,636.1557109927,0.94982486616402
942,24407755,2019-04-15,12:15:00,170200151009,WA,11.8,8.5,4276.148,693.223320689863,1.54287219449279
943,24407755,2018-02-13,13:44:00,170200151009,WA,5.8,8.4,4555.896,873.907898708631,2.39858340401049
944,24407755,2018-05-15,14:58:00,170200151009,WA,21.0,8.0,3037.264,1797.39809239801,3.00855892345495
945,24407755,2011-02-09,11:50:00,170200151009,WA,7.4,7.9,4475.968,2796.00744179998,7.24265313468459
946,24407755,2000-01-26,14:55:00,170200151009,WA,4.7,8.4,4515.932,856.853391663402,2.44937830156361
947,24407755,2016-07-25,14:00:00,170200151009,WA,25.5,7.98,2877.408,1902.9971026406,2.8108749670717
948,24407755,1999-02-17,15:19:00,170200151009,WA,7.0,8.5,4575.878,702.675001325208,1.84641443906453
949,24407755,2005-02-08,11:00:00,170200151009,WA,4.3,8.2,4495.95,1354.87765165261,3.93142843139886
950,24407755,2003-05-06,13:00:00,170200151009,WA,15.0,8.6,3257.066,435.249544501819,0.873221972614141
951,24407755,2007-01-30,10:45:00,170200151009,WA,3.2,8.57,4615.842,578.874275139391,1.75110893328871
952,24407755,2005-10-05,10:00:00,170200151009,WA,14.4,8.4,3396.94,722.615060355627,1.47766185806219
953,24407755,2003-02-12,11:20:00,170200151009,WA,6.3,8.6,4595.86,553.4013874878,1.49142316909413
954,24407755,2005-07-11,07:00:00,170200151009,WA,19.7,8.4,2997.3,683.744697933631,1.18858553625726
955,24407755,2008-06-04,14:00:00,170200151009,WA,15.8,8.3,3097.21,849.405303669089,1.66182203206424
956,24407755,2002-02-04,13:15:00,170200151009,WA,4.7,8.6,4755.716,563.211965823735,1.60992951252473
957,24407755,2018-03-28,09:21:00,170200151009,WA,9.5,8.2,3317.012,1064.04609058535,2.5606173238744
958,24407755,2011-06-08,12:30:00,170200151009,WA,13.8,7.8,2597.66,2230.73306420664,4.65076580832282
959,24407755,2016-03-28,13:45:00,170200151009,WA,13.6,8.4,4575.878,957.372059719351,2.00845005670308
960,24407755,2004-06-09,11:30:00,170200151009,WA,17.3,8.6,3217.102,442.242928780322,0.826040532421038
961,24407755,2006-06-05,10:00:00,170200151009,WA,18.0,8.2,2877.408,1027.24701987425,1.87848792295051
962,24407755,1999-05-26,15:03:00,170200151009,WA,19.9,8.8,2957.336,259.717778356988,0.448835069554022
963,24407755,1999-07-12,12:55:00,170200151009,WA,23.5,8.6,2977.318,444.203508777047,0.692856679594097
964,24407755,2017-07-18,13:18:00,170200151009,WA,23.6,8.07,2657.606,1389.14464634281,2.16086698102038
965,24407755,2006-10-10,10:00:00,170200151009,WA,13.1,8.2,3356.976,1123.06327894905,2.39498646502328
966,24407755,2002-05-29,12:00:00,170200151009,WA,19.3,8.7,3097.21,343.724354822499,0.604587786860454
967,24407755,2008-02-05,10:15:00,170200151009,WA,2.8,8.0,4595.86,2169.52033021616,6.66429512788271
968,24407755,2006-07-11,08:00:00,170200151009,WA,19.8,8.3,2917.372,843.636167455264,1.46224855408861
969,24407755,2003-07-02,10:15:00,170200151009,WA,19.5,8.3,2877.408,829.002282021272,1.44962454151609
970,24407755,2007-04-04,10:45:00,170200151009,WA,10.4,8.2,4515.932,1453.53045976182,3.39112671284358
971,24407755,2001-10-16,12:14:00,170200151009,WA,13.5,8.48,3356.976,585.22508405244,1.2318883991299
972,24407755,2001-05-22,14:01:00,170200151009,WA,21.7,8.52,3037.264,535.286163924688,0.878198135400555
973,24407755,2001-07-31,14:38:00,170200151009,WA,23.5,8.8,2917.372,268.206548409095,0.418341315954807
974,24407755,2010-07-19,11:30:00,170200151009,WA,16.8,8.1,4156.256,1830.08856178555,3.4707443626845
975,24407755,2002-07-16,12:40:00,170200151009,WA,26.6,8.9,2817.462,210.704190838693,0.302250125615345
976,24407755,2007-06-04,11:30:00,170200151009,WA,21.1,8.2,2837.444,1056.09946029675,1.76270240709534
977,24407755,2007-07-16,10:00:00,170200151009,WA,21.9,8.0,2837.444,1702.48197243956,2.77736567642679
978,24407755,2013-04-03,13:05:00,170200151009,WA,12.6,8.2,4156.256,1375.55389471699,2.98158463763279
979,24407755,2008-03-26,11:46:00,170200151009,WA,8.4,8.2,4416.022,1390.34267356008,3.47612737148241
980,24407755,2009-06-03,12:30:00,170200151009,WA,18.1,8.2,2457.786,881.254659548647,1.60674269064051
981,24407755,2011-07-13,12:30:00,170200151009,WA,18.3,8.2,2697.57,968.065160271419,1.75438018150807
982,24407755,2013-07-17,11:20:00,170200151009,WA,23.0,8.3,3117.192,940.152671243563,1.48692724729148
983,24407755,2015-10-13,10:20:00,170200151009,WA,15.8,7.8,3137.174,2753.23009969554,5.38656407285355
984,24407755,2016-10-11,13:25:00,170200151009,WA,15.2,7.68,3137.174,3606.4716682647,7.19009607448713
985,24407755,2016-02-23,08:26:00,170200151009,WA,5.7,8.21,4775.698,1424.2997189197,3.92349603668649
986,24407755,2009-07-08,11:55:00,170200151009,WA,17.5,8.5,2597.66,456.058714826197,0.846734702824817
987,24407755,2010-02-04,12:00:00,170200151009,WA,8.9,8.4,4775.698,945.61146229732,2.32308231419946
988,24407755,2015-04-15,10:25:00,170200151009,WA,11.3,7.6,3636.724,4777.35547828804,10.8128555348321
989,24407755,2017-10-10,12:20:00,170200151009,WA,13.8,8.2,3237.084,1093.07474142907,2.2787324274103
990,24407755,2010-10-06,12:40:00,170200151009,WA,15.0,8.0,4236.184,2299.2338603623,4.61236895317509
991,24407755,2012-10-03,11:45:00,170200151009,WA,15.1,8.0,3277.048,1790.98647720244,3.58185561453759
992,24407755,2013-06-12,11:00:00,170200151009,WA,17.5,8.5,3037.264,531.548591725627,0.986840467026584
